objectid,assessment_year,formatted_address,community,neighborhood,ward,zoning,landuse,parcel_area_sqft,property_type,totalvalue,multiple_uses,main_pt,buildinguse,yearbuilt,belowgroundarea,abovegroundarea,num_stories,garage_present,primaryheating,constructiontype,exteriortype,roof,total_units,fireplaces,bathrooms,bedrooms
1480,2020,"4021 FRANCE AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,10752,RESIDENTIAL,334500,NO,R,SINGLE FAM. DWLG.,1923.0,944,944,1,1,FORCED AIR,WOOD FRAME,WOOD,HIP,1,0,1,2
1481,2020,"4017 FRANCE AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,MULTI-FAMILY RESIDENTIAL,5376,DOUBLE BUNGALOW,411000,NO,DB,DOUBLE BUNGALOW,1953.0,1824,1824,1,3,FORCED AIR,WOOD FRAME,WOOD,HIP,2,0,2,4
1482,2020,"4013 FRANCE AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,MULTI-FAMILY RESIDENTIAL,5376,DOUBLE BUNGALOW,495500,NO,DB,DOUBLE BUNGALOW,1931.0,1768,2298,1.2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,2,0,2,4
1483,2020,"4009 FRANCE AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,MULTI-FAMILY RESIDENTIAL,5376,DOUBLE BUNGALOW,463500,NO,DB,DOUBLE BUNGALOW,1930.0,1664,1664,1,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,2,0,2,4
1484,2020,"4005 FRANCE AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,MULTI-FAMILY RESIDENTIAL,5376,DOUBLE BUNGALOW,474500,NO,DB,DOUBLE BUNGALOW,1948.0,1652,1652,1,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,2,0,4,4
1485,2020,"3825 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,490000,NO,R,SINGLE FAM. DWLG.,1925.0,924,1947,2,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,0,2,4
1486,2020,"4000 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,733000,NO,R,SINGLE FAM. DWLG.,1951.0,892,2180,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,HIP,1,1,4,4
1487,2020,"4004 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,420000,NO,R,SINGLE FAM. DWLG.,1927.0,990,1354,1.2,1,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,1,4
1488,2020,"4008 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,411000,NO,R,SINGLE FAM. DWLG.,1925.0,576,1152,2,1,FORCED AIR,WOOD FRAME,WOOD,HIP,1,0,1,3
1489,2020,"4012 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,367500,NO,R,SINGLE FAM. DWLG.,1951.0,838,1068,1.2,1,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,2,4
1490,2020,"4016 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,397500,NO,R,SINGLE FAM. DWLG.,1925.0,538,907,1.5,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,1,2
1491,2020,"4020 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,414000,NO,R,SINGLE FAM. DWLG.,1956.0,1120,1120,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,0,2,3
1492,2020,"4024 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,411000,NO,R,SINGLE FAM. DWLG.,1952.0,908,1353,1.2,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,0,1,4
1493,2020,"4028 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,323000,NO,R,SGL. DWLG. W/TUCK UNDER,1954.0,1092,1092,1,1,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,1,2,3
1494,2020,"4032 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,419000,NO,R,SGL. DWLG. W/TUCK UNDER,1955.0,860,1120,1,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,0,2,3
1495,2020,"4036 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,422000,NO,R,SINGLE FAM. DWLG.,1956.0,688,1448,1,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,1,2,1
1496,2020,"4040 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,263500,NO,R,SINGLE FAM. DWLG.,1920.0,618,618,1,2,GRAVITY,WOOD FRAME,METAL/VINYL,HIP,1,0,1,1
1497,2020,"4044 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,645000,NO,R,SINGLE FAM. DWLG.,1954.0,784,1649,2,1,FORCED AIR,WOOD FRAME,CONCRETE,GABLE,1,0,4,3
1498,2020,"4048 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,500000,NO,R,SINGLE FAM. DWLG.,1955.0,720,1452,2,1,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,HIP,1,0,2,4
1499,2020,"4052 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,469500,NO,R,SINGLE FAM. DWLG.,1956.0,1032,1032,1,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,HIP,1,0,2,3
1500,2020,"3720 41ST ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,8111,RESIDENTIAL,531500,NO,R,SPLIT ENTRY SGL. DWLG.,1957.0,1392,1471,1,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,0,3,5
1501,2020,"4045 EWING AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,8064,RESIDENTIAL,458000,NO,R,SINGLE FAM. DWLG.,1952.0,776,1301,1.5,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,3
1502,2020,"4041 EWING AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,445000,NO,R,SINGLE FAM. DWLG.,1915.0,850,1512,1.7,1,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,0,1,2
1503,2020,"4037 EWING AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,800000,NO,R,SINGLE FAM. DWLG.,2017.0,816,2640,2,2,FORCED AIR,METAL,FIBER CEMENT BOARD,GABLE,1,0,4,4
1504,2020,"4033 EWING AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,770500,NO,R,SINGLE FAM. DWLG.,1926.0,1159,2318,2,2,HOT WATER,WOOD FRAME,STUCCO,HIP,1,2,3,4
1505,2020,"4029 EWING AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,634000,NO,R,SINGLE FAM. DWLG.,1928.0,860,2012,1.5,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,0,4,5
1506,2020,"4025 EWING AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,479500,NO,R,SINGLE FAM. DWLG.,1915.0,754,1330,1.7,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,0,1,2
1507,2020,"4023 EWING AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,1008500,NO,R,SINGLE FAM. DWLG.,2014.0,1252,2519,2,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,4,5
1508,2020,"4017 EWING AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,367000,NO,R,SINGLE FAM. DWLG.,1929.0,772,1060,1.2,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,0,2,3
1509,2020,"4013 EWING AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,663000,NO,R,SINGLE FAM. DWLG.,1929.0,784,1624,2,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,0,3,4
1510,2020,"4009 EWING AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,378500,NO,R,SINGLE FAM. DWLG.,1925.0,624,1000,1.5,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,0,2,3
1511,2020,"4005 EWING AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,399000,NO,R,SINGLE FAM. DWLG.,1936.0,806,1032,1.2,2,HOT WATER,WOOD FRAME,METAL/VINYL,GABLE,1,1,1,3
1512,2020,"4001 EWING AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5376,RESIDENTIAL,436500,NO,R,SINGLE FAM. DWLG.,1926.0,840,1360,1.5,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,1,5
1513,2020,"4138 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,6400,RESIDENTIAL,518000,NO,R,SINGLE FAM. DWLG.,1965.0,1680,1680,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,0,3,3
1514,2020,"4142 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,6400,RESIDENTIAL,675000,NO,R,SINGLE FAM. DWLG.,1965.0,1120,2300,2,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,0,4,6
1515,2020,"4148 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,6400,RESIDENTIAL,449000,NO,R,SINGLE FAM. DWLG.,1956.0,1094,1094,1,2,FORCED AIR,CONCRETE,BRICK,HIP,1,2,2,3
1516,2020,"4154 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,6400,RESIDENTIAL,367000,NO,R,SINGLE FAM. DWLG.,1965.0,1100,1100,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,0,2,2
1517,2020,"4155 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,6400,RESIDENTIAL,635000,NO,R,SINGLE FAM. DWLG.,1936.0,1552,1792,1.2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,2
1518,2020,"4153 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,6300,RESIDENTIAL,409500,NO,R,SINGLE FAM. DWLG.,1911.0,758,1340,1.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,1,3
1519,2020,"4141 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,6400,RESIDENTIAL,724500,NO,R,SINGLE FAM. DWLG.,1925.0,1562,2370,1.5,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,4,5
1520,2020,"4137 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,6400,RESIDENTIAL,731500,NO,R,SINGLE FAM. DWLG.,1925.0,1250,2212,1.2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,2,3,3
1521,2020,"4133 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,6400,RESIDENTIAL,511000,NO,R,SINGLE FAM. DWLG.,1930.0,994,1510,1.5,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,3,4
1522,2020,"4129 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,4992,RESIDENTIAL,364000,NO,R,SINGLE FAM. DWLG.,1924.0,892,1186,1,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,1,2,3
1523,2020,"4100 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,466000,NO,R,SGL. DWLG. W/TUCK UNDER,1925.0,616,1418,2,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,1,3
1524,2020,"4104 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,570500,NO,R,SINGLE FAM. DWLG.,1925.0,1026,1698,2,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,3,3
1525,2020,"4108 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,1100000,NO,R,SINGLE FAM. DWLG.,2018.0,1190,2398,2,0,FORCED AIR,WOOD FRAME,CONCRETE,HIP,1,1,4,3
1526,2020,"4112 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,412500,NO,R,SGL. DWLG. W/TUCK UNDER,1925.0,912,1171,1.2,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,3
1527,2020,"4116 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,476500,NO,R,SINGLE FAM. DWLG.,1925.0,864,1123,1.2,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,3
1528,2020,"4120 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,379500,NO,R,SINGLE FAM. DWLG.,1925.0,756,1384,2,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,3
1529,2020,"4124 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,353500,NO,R,SINGLE FAM. DWLG.,1925.0,912,1488,1.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,3
1530,2020,"4128 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,537000,NO,R,SINGLE FAM. DWLG.,1925.0,893,1700,2,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,3,4
1531,2020,"4134 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,7620,RESIDENTIAL,633000,NO,R,SINGLE FAM. DWLG.,1912.0,1168,1850,1.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,3,4
1532,2020,"4140 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,7620,RESIDENTIAL,554000,NO,R,SINGLE FAM. DWLG.,1948.0,1485,1805,1,3,HOT WATER,WOOD FRAME,WOOD,HIP,1,1,1,2
1533,2020,"4144 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,426000,NO,R,SINGLE FAM. DWLG.,1921.0,934,1622,2.2,2,HOT WATER,WOOD FRAME,STUCCO,HIP,1,1,3,4
1534,2020,"4148 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,331000,NO,R,SINGLE FAM. DWLG.,1920.0,716,716,1,1,GRAVITY,WOOD FRAME,WOOD,GABLE,1,1,1,2
1535,2020,"4152 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,MULTI-FAMILY RESIDENTIAL,8509,DOUBLE BUNGALOW,660500,NO,DB,DUPLEX,1922.0,1219,3231,2.5,2,HOT WATER,WOOD FRAME,STUCCO,HIP,2,2,3,6
1536,2020,"4155 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,6858,RESIDENTIAL,697500,NO,R,SINGLE FAM. DWLG.,1956.0,870,2317,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,4,4
1537,2020,"4149 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,6858,RESIDENTIAL,596000,NO,R,SINGLE FAM. DWLG.,1956.0,935,2106,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,4
1538,2020,"4145 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,498000,NO,R,SINGLE FAM. DWLG.,1923.0,820,1640,2.2,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,0,3,3
1539,2020,"4141 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,373500,NO,R,SINGLE FAM. DWLG.,1924.0,971,971,1,0,HOT WATER,WOOD FRAME,STUCCO,FLAT,1,1,2,2
1540,2020,"4137 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,443000,NO,R,SINGLE FAM. DWLG.,1929.0,927,1339,1.5,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,1,4
1541,2020,"4133 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,457500,NO,R,SINGLE FAM. DWLG.,1928.0,901,1351,1.2,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,1,3
1542,2020,"4129 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,1000000,NO,R,SINGLE FAM. DWLG.,2017.0,1236,2472,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,4,4
1543,2020,"4125 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,503500,NO,R,SINGLE FAM. DWLG.,1955.0,840,1380,1.5,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,3
1544,2020,"4121 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,418000,NO,R,SINGLE FAM. DWLG.,1956.0,784,1176,1.7,1,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,2,4
1545,2020,"4117 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5080,RESIDENTIAL,408000,NO,R,SINGLE FAM. DWLG.,1956.0,828,1496,1.7,0,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,3,5
1548,2020,"4112 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5792,RESIDENTIAL,376000,NO,R,SINGLE FAM. DWLG.,1977.0,1040,1040,1,2,FORCED AIR,WOOD FRAME,METAL/VINYL,HIP,1,0,2,3
1549,2020,"4115 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5148,RESIDENTIAL,457500,NO,R,SINGLE FAM. DWLG.,1927.0,1003,1348,1.2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,3
1550,2020,"4132 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5727,RESIDENTIAL,656000,NO,R,SINGLE FAM. DWLG.,1977.0,1008,2068,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,3
1551,2020,"4136 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5727,RESIDENTIAL,783000,NO,R,CONTEMPORARY,1977.0,1126,2343,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,3
1553,2020,"4111 FRANCE AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY ATTACHED DW,3157,TOWNHOUSE,295000,NO,Y,TOWNHOUSE SINGLE UNIT,1978.0,616,1232,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,3
1554,2020,"4113 FRANCE AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY ATTACHED DW,3157,TOWNHOUSE,381000,NO,Y,TOWNHOUSE SINGLE UNIT,1978.0,616,1232,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,0,2,3
1555,2020,"4115 FRANCE AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY ATTACHED DW,3157,TOWNHOUSE,289500,NO,Y,TOWNHOUSE SINGLE UNIT,1978.0,616,1232,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,0,2,3
1556,2020,"4117 FRANCE AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY ATTACHED DW,3157,TOWNHOUSE,289500,NO,Y,TOWNHOUSE SINGLE UNIT,1978.0,616,1232,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,0,2,3
1557,2020,"4119 FRANCE AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY ATTACHED DW,3157,TOWNHOUSE,280000,NO,Y,TOWNHOUSE SINGLE UNIT,1978.0,616,1232,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,0,2,3
1558,2020,"4121 FRANCE AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY ATTACHED DW,3157,TOWNHOUSE,269000,NO,Y,TOWNHOUSE SINGLE UNIT,1978.0,616,1232,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,0,2,3
1559,2020,"4123 FRANCE AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY ATTACHED DW,3157,TOWNHOUSE,295000,NO,Y,TOWNHOUSE SINGLE UNIT,1978.0,616,1232,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,3
1561,2020,"4100 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,6316,RESIDENTIAL,883500,NO,R,CONTEMPORARY,1994.0,1510,2202,2,2,FORCED AIR,WOOD FRAME,STUCCO,FLAT,1,1,4,3
1562,2020,"4104 DREW AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,6318,RESIDENTIAL,492000,NO,R,SINGLE FAM. DWLG.,1929.0,860,1420,2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,1,3
1563,2020,"4041 CHOWEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,6571,RESIDENTIAL,410000,NO,R,SINGLE FAM. DWLG.,1977.0,1040,1040,1,3,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,0,1,3
1564,2020,"4048 EWING AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5408,RESIDENTIAL,532000,NO,R,SINGLE FAM. DWLG.,1933.0,1160,1555,1.2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,3
1565,2020,"4052 EWING AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5408,RESIDENTIAL,833500,NO,R,SINGLE FAM. DWLG.,2003.0,1197,2880,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,4,4
1566,2020,"3105 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8775,RESIDENTIAL,522000,NO,R,SINGLE FAM. DWLG.,1956.0,1482,1482,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,1,3,3
1567,2020,"4006 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,459500,NO,R,SINGLE FAM. DWLG.,1955.0,1344,1344,1,1,FORCED AIR,WOOD FRAME,METAL/VINYL,HIP,1,2,2,3
1568,2020,"4012 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,750000,NO,R,SINGLE FAM. DWLG.,1954.0,962,2293,2,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,4,4
1569,2020,"4016 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10395,RESIDENTIAL,563000,NO,R,SINGLE FAM. DWLG.,1952.0,1512,1512,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,2,3
